book_id,authors,original_publication_year,original_title,language_code
4675,Essam Youssef,2008.0,1/4 جرام,ara
4676,Shaunti Feldhahn,2004.0,For Women Only: What You Need to Know about the Inner Lives of Men,en-US
4677,"Dean Koontz, Keith Szarabajka",1998.0,Seize the Night,eng
4678,Lynsay Sands,2005.0,A Quick Bite,en-US
4679,Nora Roberts,2003.0,Key of Knowledge,eng
4680,Matthew Reilly,1998.0,Ice Station,eng
4681,Ken Follett,1993.0,A Dangerous Fortune,eng
4682,Jasper Fforde,2003.0,The Well of Lost Plots,eng
4683,Adam Smith,1776.0,An Inquiry into the Nature and Causes of the Wealth of Nations ,eng
4684,Richard Ford,2012.0,Canada,eng
4685,Jasper Fforde,2005.0,The Big Over Easy,en-US
4686,"Holly Black, Tony DiTerlizzi",2000.0,The Seeing Stone,eng
4687,Antony Beevor,1998.0,"Stalingrad: The Fateful Siege, 1942–1943",eng
4688,Kyousuke Motomi,2001.0,ビーストマスター 1,en-US
4689,"Doreen Cronin, Betsy Lewin",2002.0,"Giggle, Giggle, Quack",en-US
4690,Beryl Markham,1942.0,West with the Night,en-US
4691,Steven Galloway,2008.0,The Cellist of Sarajevo,eng
4692,Lisa Kleypas,2009.0,Smooth Talking Stranger  (Travis Family #3) ,eng
4693,Betty White,2011.0,If You Ask Me: And of Course You Won't,eng
4694,"René Descartes, Donald A. Cress",1637.0,Discours de la Méthode suivi de Méditations Métaphysiques,eng
4695,Daniel Silva,2009.0,The Defector,eng
4696,John Irving,2012.0,In One Person,
4697,L.M. Montgomery,1921.0,Rilla of Ingleside,eng
4698,James Surowiecki,2004.0,The Wisdom of Crowds,eng
4699,"Douglas Preston, Lincoln Child",2003.0,"Still Life with Crows (Pendergast, #4)",eng
4700,James Herbert,1975.0,The Fog,
4701,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,Unlimited Power : The New Science Of Personal Achievement,
4702,"Douglas Preston, Lincoln Child",2010.0,Fever Dream,eng
4703,Jeanette Winterson,2011.0,Why Be Happy When You Could Be Normal?,
4704,Ann Aguirre,2012.0,Outpost,en-US
4705,Roz Chast,2014.0,Can't We Talk about Something More Pleasant?,eng
4706,"Marilyn Manson, Neil Strauss",1998.0,The Long Hard Road Out of Hell,eng
4707,BookRags,,,eng
4708,Bernard Waber,1965.0,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",eng
4709,Gail Carriger,2013.0,Etiquette & Espionage,en-CA
4710,"José Saramago, Margaret Jull Costa",2005.0,As Intermitências da Morte,eng
4711,Tamora Pierce,1997.0,Sandry's Book,en-US
4712,Dean Koontz,1997.0,,en-US
4713,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014.0,Britt-Marie var här,eng
4714,Rob Bell,2005.0,Velvet Elvis: Repainting the Christian Faith,
4715,"Rudyard Kipling, Edward Said",1901.0,Kim,eng
4716,Beverly  Lewis,1997.0,The Shunning,
4717,Anne Bishop,2013.0,Written in Red,eng
4718,Nicholas Meyer,1974.0,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",eng
4719,Suzanne Collins,2006.0,Gregor and the Marks of Secret,eng
4720,Timothy J. Keller,2008.0,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,en-US
4721,Peter Mayle,1991.0,Toujours Provence,eng
4722,Jonathan Harr,2005.0,The Lost Painting: The Quest for a Caravaggio Masterpiece,en-US
4723,Chris Bohjalian,2013.0,The Light in the Ruins,eng
4724,Sonia Sotomayor,2013.0,,eng
4725,Vernor Vinge,1998.0,A Deepness in the Sky,en-US
4726,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Kritik der reinen Vernunft,eng
4727,Agatha Christie,1950.0,A Murder is Announced,eng
4728,"Rien Poortvliet, Wil Huygen",1976.0,Leven en werken van de Kabouter,eng
4729,MaryJanice Davidson,2004.0,Undead and Unemployed,en-US
4730,Steven Pressfield,1998.0,Gates of Fire: An Epic Novel of the Battle of Thermopylae,
4731,Hester Browne,2005.0,The Little Lady Agency,eng
4732,John Stuart Mill,1859.0,On Liberty,eng
4733,Alan Cumming,2014.0,Not My Father's Son,eng
4734,Nigella Lawson,2007.0,Nigella Express: Good Food Fast,eng
4735,D.M. Pulley,2015.0,,eng
4736,Jill Shalvis,2010.0,Simply Irresistible,eng
4737,Sylvain Reynard,2013.0,Gabriel's redemption,eng
4738,Bryan Lee O'Malley,2009.0,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng
4739,Atul Gawande,2007.0,Better: A Surgeon's Notes on Performance,en-US
4740,Cherrie Lynn,2012.0,,en-GB
4741,Kylie Scott,2014.0,Play,eng
4742,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",en-US
4743,Eric Berne,1964.0,Games People Play,en-US
4744,Brandon Sanderson,2013.0,Mitosis,eng
4745,"Alexandre Dumas fils, David Coward",1848.0,La Dame aux camélias,eng
4746,Rachel Hauck,2012.0,The Wedding Dress,en-US
4747,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,Fish! A Remarkable Way to Boost Morale and Improve Results,eng
4748,Stephen E. Ambrose,1994.0,"D-Day June 6, 1944: The Climactic Battle of WWII",eng
4749,Linda Sue Park,2010.0,A Long Walk to Water,eng
4750,Michael  Grant,2013.0,Light,eng
4751,"Vi Keeland, Penelope Ward",2016.0,Stuck-Up Suit,eng
4752,Philip José Farmer,1971.0,To Your Scattered Bodies Go,eng
4753,Nora Roberts,2001.0,Midnight Bayou,eng
4754,Mark Helprin,1983.0,Winter's Tale,en-US
4755,Sidney Sheldon,1991.0,The Doomsday Conspiracy,eng
4756,"J.D. Robb, Susan Ericksen",1996.0,Rapture in Death,
4757,Thomas Paine,1776.0,Common Sense,eng
4758,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng
4759,مصطفى محمود,1970.0,رحلتي من الشك إلى الإيمان,ara
4760,C.C. Hunter,2012.0,Whispers at Moonrise ,eng
4761,Timothy Ferriss,2000.0,The 4-Hour Body,en-US
4762,"Michel Houellebecq, Frank Wynne",1998.0,Les Particules élémentaires,eng
4763,Georgia Cates,2013.0,Beauty from Surrender,eng
4764,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005.0,Stoker's Dracula ,
4765,Dav Pilkey,1997.0,The Adventures of Captain Underpants,eng
4766,Paul Tough,2012.0,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng
4767,Arthur C. Clarke,1979.0,The Fountains of Paradise,eng
4768,Elif Shafak,2006.0,Baba ve Piç,eng
4769,David Levithan,2013.0,Two Boys Kissing,eng
4770,James Rollins,,,en-US
4771,Scott B. Smith,2006.0,The Ruins,en-US
4772,Erin Hunter,2004.0,A Dangerous Path,eng
4773,Michael Blake,1988.0,Dances with Wolves,eng
4774,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)",eng
4775,Brent Weeks,2009.0,The Night Angel Trilogy,eng
4776,William Faulkner,1930.0,A Rose for Emily,eng
4777,Anonymous,2001.0,Holy Bible English Standard Version,eng
4778,Ellis Peters,1977.0,A Morbid Taste for Bones,en-US
4779,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550.0,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",eng
4780,Sherrilyn Kenyon,2005.0,Unleash the Night,en-US
4781,Angie Sage,2009.0,Syren,eng
4782,"Dmitry Glukhovsky, M. David Drevs",2005.0,Метро 2033,ger
4783,Christos Tsiolkas,2008.0,The Slap,eng
4784,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929.0,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",eng
4785,Marcus Sakey,2013.0,Brilliance,eng
4786,Camille Pagán,2015.0,,en-GB
4787,Jonathan Lethem,2003.0,The Fortress of Solitude,eng
4788,Dean Koontz,2007.0,The Darkest Evening of the Year,eng
4789,Jeff VanderMeer,2014.0,Authority ,eng
4790,"Holly Black, Tony DiTerlizzi",2004.0,The Wrath of Mulgarath,en-US
4791,Caroline Preston,2011.0,,eng
4792,Myla Goldberg,2000.0,Bee Season,eng
4793,Karin Slaughter,2004.0,Indelible,eng
4794,Dean Koontz,1976.0,Night Chills,en-US
4795,"Ram Dass, Richard Alpert",1971.0,Be Here Now,en-US
4796,Patricia Cornwell,2004.0,Trace,eng
4797,Conn Iggulden,2007.0,Genghis: Birth of an Empire,en-US
4798,David Eddings,1990.0,The Ruby Knight,eng
4799,Clive Barker,1992.0,The Thief of Always,eng
4800,Lara Adrian,2007.0,Kiss of Crimson ,en-US
4801,Tess Gerritsen,2008.0,The Keepsake,en-US
4802,Brad Stone,2013.0,,eng
4803,Brittainy C. Cherry,2015.0,The Air He Breathes,
4804,Kresley Cole,2009.0,Kiss of a Demon King ,eng
4805,Steven Erikson,2006.0,The Bonehunters,eng
4806,Heidi McLaughlin,2012.0,,eng
4807,Charlie N. Holmberg,2014.0,The Glass Magician,
4808,Ashwin Sanghi,2010.0,Chanakya's Chant,eng
4809,Norman Mailer,1948.0,The Naked and the Dead,eng
4810,James M. McPherson,1988.0,Battle Cry of Freedom,eng
4811,"Michael Teitelbaum, Sue DiCicco",1989.0,The Little Mermaid (Little Golden Storybook),
4812,"James Patterson, Andrew Gross",2005.0,Lifeguard,
4813,Rob Buyea,2010.0,,eng
4814,Judy Blume,1974.0,Blubber,en-GB
4815,Jeaniene Frost,2011.0,"One Grave at a Time (Night Huntress, #6)",eng
4816,Jennifer L. Armentrout,2013.0,Apollyon,eng
4817,Lindsey Kelk,2009.0,I Heart New York,en-US
4818,Meg Cabot,2008.0,Airhead ,eng
4819,"A.N. Roquelaure, Anne Rice",1985.0,"Beauty's Release (Sleeping Beauty, #3)",eng
4820,Beth Fantaskey,2000.0,Jessica's Guide to Dating on the Dark Side,en-US
4821,E.E. Cummings,1991.0,E.E. Cummings: Complete Poems 1904-1962,eng
4822,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,,en-US
4823,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng
4824,Daniel Silva,2010.0,The Rembrandt Affair,eng
4825,H.P. Lovecraft,1928.0,The Call of Cthulhu,eng
4826,"Joe Hill, Christopher Golden",2005.0,20th Century Ghosts,en-US
4827,David Mitchell,1999.0,Ghostwritten,eng
4828,Simon Wood,2015.0,The One That Got Away,eng
4829,Richelle Mead,2015.0,The Ruby Circle,eng
4830,Grace Lin,2009.0,Where the Mountain Meets the Moon,eng
4831,Arthur Ransome,1930.0,Swallows and Amazons,eng
4832,Olivia Cunning,2011.0,Rock Hard,eng
4833,Caitlin Moran,2014.0,How to Build a Girl,eng
4834,Andrea Hirata,2006.0,Sang Pemimpi,ind
4835,A.J. Jacobs,2004.0,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,eng
4836,Lisa Gardner,2013.0,,eng
4837,Chris Bohjalian,2007.0,The Double Bind,eng
4838,Mary Kay Andrews,2011.0,,en-US
4839,S.K. Tremayne,2015.0,The Ice Twins,eng
4840,J.A. Redmerski,2013.0,The Edge of Always,eng
4841,Tracy Chevalier,1997.0,The Virgin Blue,eng
4842,Michael Moss,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us ,eng
4843,"Edward Eager, N.M. Bodecker",1954.0,Half Magic,en-US
4844,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007.0,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",eng
4845,Lisa Gardner,2010.0,Live To Tell,eng
4846,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,
4847,Helene Hanff,1970.0,"84, Charing Cross Road",eng
4848,J.R. Ward,2008.0,,eng
4849,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990.0,Peace Is Every Step: The Path of Mindfulness in Everyday Life,eng
4850,Kyousuke Motomi,2007.0,電撃デイジー 1,ind
4851,Anna Kendrick,2016.0,Scrappy Little Nobody,eng
4852,Robert Masello,2015.0,,en-US
4853,Kate Atkinson,2010.0,"Started Early, Took My Dog",eng
4854,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988.0,Batman: A Death in the Family,eng
4855,Colum McCann,2013.0,TransAtlantic,eng
4856,Jeaniene Frost,2010.0,Eternal Kiss of Darkness,en-GB
4857,Lisa Lutz,2007.0,The Spellman Files,eng
4858,Clive Barker,1984.0,Books of Blood: Volumes 1-3,eng
4859,James Rollins,2007.0,The Judas Strain,eng
4860,Donald Miller,2000.0,Searching for God Knows What,en-US
4861,Shel Silverstein,1976.0,The Missing Piece,
4862,Robert   Harris,1992.0,Fatherland,eng
4863,Daniel Suarez,2010.0,Freedom™,en-US
4864,Thornton Wilder,1927.0,The Bridge of San Luis Rey,en-US
4865,Fyodor Dostoyevsky,1848.0,Белые ночи,eng
4866,Laurell K. Hamilton,2009.0,Skin Trade,en-US
4867,James E. Talmage,1915.0,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,
4868,Don Ferguson,1994.0,Disney's the Lion King (Disney Classic Series),en-US
4869,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849.0,Shirley ,
4870,Nora Roberts,1995.0,Born in Ice,en-US
4871,Tom Robbins,2003.0,Villa Incognito,
4872,Paul Beatty,2015.0,The Sellout,eng
4873,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004.0,"Fables, Volume 4: March of the Wooden Soldiers",eng
4874,"Lee Child, Dick Hill",2016.0,Night School,eng
4875,Tess Gerritsen,2011.0,The Silent Girl,en-US
4876,Dr. Seuss,1940.0,Horton Hatches the Egg,eng
4877,Bella Forrest,,,eng
4878,"Jenna Miscavige Hill, Lisa Pulitzer",2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,eng
4879,"Plato, James J. Helm",-390.0,Απολογία,eng
4880,"Garth Ennis, Steve Dillon, Penn Jillette",1997.0,Preacher: Proud Americans,eng
4881,Anne Rice,2012.0,The Wolf Gift,eng
4882,"Diane Muldrow, J.P. Miller",1954.0,The Little Red Hen (Little Golden Book),
4883,Sandra Brown,2011.0,Lethal,
4884,Dan Simmons,2007.0,The Terror,eng
4885,Ludwig Bemelmans,1953.0,Madeline's Rescue,eng
4886,"John Heilemann, Mark Halperin",2010.0,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",
4887,V.C. Andrews,1987.0,Garden of Shadows,eng
4888,Kim Harrison,2012.0,A Perfect Blood,en-US
4889,"Joni Eareckson Tada, Joe Musser",1976.0,Joni,en-US
4890,"Margaret Weis, Tracy Hickman",1986.0,War of the Twins,eng
4891,James Patterson,2010.0,Cross Fire,eng
4892,Ross King,2000.0,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,en-US
4893,Shakti Gawain,1978.0,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,eng
4894,Janet Evanovich,2004.0,Metro Girl,eng
4895,"Colleen Hoover, Tarryn Fisher",2016.0,,en-GB
4896,Darynda Jones,2011.0,Second Grave on the Left,en-US
4897,"Anya Seton, Philippa Gregory",1954.0,Katherine,eng
4898,Marina Lewycka,2005.0,A Short History of Tractors in Ukrainian,en-US
4899,Kimberly McCreight,2015.0,,eng
4900,Kelley Armstrong,2004.0,Industrial Magic,en-US
4901,"René Goscinny, Jean-Jacques Sempé",1959.0,Le Petit Nicolas,fre
4902,A.G. Riddle,2013.0,The Atlantis Plague,eng
4903,"Harold G. Moore, Joseph L. Galloway",1991.0,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,eng
4904,Ken Follett,2004.0,Whiteout,en-US
4905,Barbara W. Tuchman,1978.0,A Distant Mirror: The Calamitous 14th Century,eng
4906,Mike Lupica,2006.0,Heat,en-US
4907,Neil Strauss,2005.0,The Game,en-US
4908,Sue Grafton,1998.0,"""N"" is for Noose",eng
4909,Julia Quinn,2011.0,Just Like Heaven,en-GB
4910,"Rick Riordan, Tk",2009.0,Percy Jackson and the Olympians,
4911,Lisa Gardner,2012.0,Catch Me,eng
4912,Debbie Macomber,2003.0,The Shop on Blossom Street,eng
4913,R.A. Salvatore,1992.0,Starless Night (Legacy of the Drow #2),en-GB
4914,Nelson DeMille,2004.0,Night Fall,eng
4915,Darren Shan,2001.0,"Trials of Death (Cirque du Freak, #5) ",
4916,"Eric Van Lustbader, Robert Ludlum",2010.0,Robert Ludlum's The Bourne Objective,eng
4917,Elle Kennedy,2016.0,The Score,eng
4918,Karen Kingsbury,2005.0,Even Now,en-US
4919,Anita Shreve,2008.0,Testimony,en-US
4920,Ilona Andrews,2013.0,Magic Rises,eng
4921,Ben Aaronovitch,2012.0,Whispers Under Ground,eng
4922,"James Patterson, Maxine Paetro",2014.0,Unlucky 13,eng
4923,Sidney Sheldon,1997.0,The Best Laid Plans,eng
4924,Terry Pratchett,2008.0,Nation,en-US
4925,Lisa Kleypas,2004.0,Secrets of a Summer Night,eng
4926,Ted Dekker,2004.0,Red,eng
4927,Louise Penny,2011.0,A Trick of the Light,eng
4928,Jennifer L. Armentrout,2014.0,White Hot Kiss,eng
4929,"Jun Mochizuki, 望月淳",2006.0,Pandora Hearts 1,jpn
4930,H.P. Lovecraft,1931.0,At the Mountains of Madness,en-US
4931,Mary Karr,2008.0,Lit,eng
4932,Anne McCaffrey,1988.0,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",
4933,Kathryn Erskine,2010.0,Mockingbird,eng
4934,أحمد حلمي,2012.0,28 حرف,ara
4935,Joshua Harris,1996.0,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,
4936,Zilpha Keatley Snyder,1967.0,The Egypt Game,eng
4937,Kaye Gibbons,1987.0,Ellen Foster,eng
4938,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946.0,Sämtliche Erzählungen,eng
4939,"Isa Chandra Moskowitz, Terry Hope Romero",2007.0,Veganomicon: The Ultimate Vegan Cookbook,
4940,"Margaret Weis, Tracy Hickman",1986.0,"Test of the Twins (Dragonlance Legends, #3)",eng
4941,Flannery O'Connor,1952.0,Wise Blood,en-US
4942,Sabahattin Ali,1943.0,Kürk Mantolu Madonna,tur
4943,Terry Brooks,1997.0,Running with the Demon,eng
4944,Charles M. Sheldon,1896.0,In His Steps,
4945,Kresley Cole,2012.0,Lothaire,eng
4946,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,en-US
4947,David Baldacci,2008.0,The Whole Truth,eng
4948,"Elissa Wall, Lisa Pulitzer",2008.0,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",
4949,Ruta Sepetys,2013.0,Out of the Easy,eng
4950,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005.0,Batman: The Man Who Laughs,eng
4951,Erin Hunter,2005.0,Midnight,eng
4952,Ben Horowitz,2014.0,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,eng
4953,Jessica Sorensen,2011.0,,
4954,Stephen R. Donaldson,1977.0,The Illearth War,
4955,Russell Brand,2007.0,My Booky Wook,en-GB
4956,Nora Roberts,2014.0,Shadow Spell,en-US
4957,Simon Garfield,2010.0,Just My Type: A Book About Fonts,en-US
4958,J.D. Robb,2009.0,Promises in Death,eng
4959,Charles Bukowski,1977.0,"Love Is a Dog from Hell: Poems, 1974-1977",eng
4960,N.K. Jemisin,2015.0,The Fifth Season,eng
4961,R.D. Ronald,2012.0,,eng
4962,John Katzenbach,2002.0,The Analyst,eng
4963,Jasper Fforde,2009.0,Shades of Grey,eng
4964,S.E. Hinton,1971.0,"That Was Then, This Is Now",en-US
4965,"Trenton Lee Stewart, Del Roy",2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,
4966,Kevin    Wilson,2011.0,The Family Fang,en-US
4967,Chris Gardner,2006.0,The Pursuit of Happyness,
4968,Karl Ove Knausgård,2009.0,Min kamp 1,nor
4969,Alan Bradley,2011.0,A Red Herring Without Mustard,eng
4970,Doris Kearns Goodwin,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng
4971,Richard Russo,1997.0,Straight Man,eng
4972,Walker Percy,1961.0,The Moviegoer,en-CA
4973,"Anton Chekhov, Tom    Murphy",1904.0,Вишнëвый сад,eng
4974,Wendy Mass,2009.0,11 Birthdays,eng
4975,"J.R.R. Tolkien, Christopher Tolkien",1980.0,Unfinished Tales of Númenor and Middle-Earth,
4976,Ann Brashares,2011.0,Sisterhood Everlasting,eng
4977,Grant Naylor,1989.0,Infinity Welcomes Careful Drivers,eng
4978,Christopher Moore,1994.0,Coyote Blue,en-US
4979,"أحلام مستغانمي, Ahlam Mosteghanemi",1997.0,فوضى الحواس,ara
4980,G.K. Chesterton,1908.0,Orthodoxy,eng
4981,"Jane O'Connor, Robin Preiss Glasser",2005.0,Fancy Nancy,
4982,Graham Greene,1948.0,The Heart of the Matter,eng
4983,Jeff Kinney,2014.0,The Long Haul ,eng
4984,"Patricia C. Wrede, Peter de Sève",1985.0,,en-US
4985,"James Patterson, Howard Roughan",2008.0,Sail,eng
4986,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,eng
4987,Susan Meissner,2014.0,,
4988,"A.N. Roquelaure, Anne Rice",1984.0,Beauty's Punishment,en-US
4989,Dee Henderson,2000.0,The Negotiator,eng
4990,Ravinder Singh,2011.0,Can Love Happen Twice?,eng
4991,"Gregory Maguire, Douglas Smith",2008.0,A Lion Among Men,en-US
4992,Raymond E. Feist,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng
4993,Tobias Wolff,1989.0,This Boy's Life: A Memoir,eng
4994,Jonathan Maberry,2009.0,Patient Zero,en-US
4995,Willa Cather,1927.0,Death Comes for the Archbishop,eng
4996,Patricia Briggs,2012.0,,en-US
4997,Rick Riordan,2013.0,The Son of Sobek,eng
4998,"Molière, Martin Sorrell",1664.0,"Le Tartuffe, ou L’Imposteur",eng
4999,Larissa Ione,2009.0,Passion Unleashed,eng
5000,Kazune Kawahara,2004.0,高校デビュー 1,en-GB
5001,أثير عبدالله النشمي,2011.0,في ديسمبر تنتهي كل الأحلام,ara
5002,Mercer Mayer,1975.0,Just for You,eng
5003,James Rollins,2002.0,Amazonia,eng
5004,David D. Burns,1980.0, Feeling Good: The New Mood Therapy,en-US
5005,Nora Roberts,2005.0,Blue Smoke,eng
5006,Patricia Cornwell,2005.0,Predator,en-US
5007,Melody Beattie,1986.0,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,
5008,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859.0,Обломов,eng
5009,Clive Cussler,1994.0,Inca Gold,eng
5010,Ruth Reichl,2014.0,Delicious!,eng
5011,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children,en-US
5012,Nelson DeMille,2006.0,Wild Fire,en-US
5013,Mary Higgins Clark,2006.0,Two Little Girls in Blue,en-US
5014,"Raymond E. Feist, Janny Wurts",1987.0,Daughter of the Empire,eng
5015,Neal Shusterman,2006.0,Everlost,eng
5016,Kresley Cole,2011.0,Dreams of a Dark Warrior,en-US
5017,"John Grisham, Richard Thomas",2010.0,"Theodore Boone, Kid Lawyer",eng
5018,Chris Ware,2000.0,Jimmy Corrigan: The Smartest Kid on Earth,
5019,Richard Peck,2000.0,A Year Down Yonder,eng
5020,Kristen Ashley,2013.0,Own the Wind,eng
5021,Carlos Ruiz Zafón,1999.0,Marina,spa
5022,Ann Brashares,2010.0,,eng
5023,Jeanette Winterson,1992.0,Written on the Body,en-US
5024,Colleen Houck,2011.0,Tiger's Voyage,eng
5025,Dean Koontz,2009.0,Dean Koontz's Frankenstein: Dead and Alive,eng
5026,Matt Ridley,1999.0,Genome: The Autobiography of a Species in 23 Chapters,en-US
5027,Sandra Boynton,1982.0,The Going-To-Bed Book,en-US
5028,Louise Rennison,2001.0,Knocked out by my nunga-nungas,en-US
5029,"Tim LaHaye, Jerry B. Jenkins",2001.0,The Sacrilege: The Antichrist Takes the Throne,en-US
5030,Phil Klay,2014.0,Redeployment,eng
5031,Libba Bray,2009.0,Going Bovine,eng
5032,James M. Cain,1934.0,The Postman Always Rings Twice ,eng
5033,Carrie Ryan,2010.0,The Dead-Tossed Waves ,en-US
5034,Robert Kurson,2004.0,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,eng
5035,Clare Vanderpool,2010.0,Moon Over Manifest,eng
5036,Amitav Ghosh,2000.0,The Glass Palace,eng
5037,"Jessica Anthony, Rodrigo Corral",2012.0,,eng
5038,Lisa Scottoline,2015.0,,en-CA
5039,James Dashner,2013.0,The Eye of Minds,eng
5040,Agatha Christie,1957.0,4.50 From Paddington,eng
5041,J.D. Robb,1997.0,Ceremony in Death,eng
5042,"Jo Nesbø, Don Bartlett",1998.0,Kakerlakkene,eng
5043,Charlaine Harris,2006.0,Grave Surprise,en-US
5044,"Isabel Allende, Margaret Sayers Peden",2002.0,La ciudad de las bestias,eng
5045,"Naguib Mahfouz, نجيب محفوظ",1959.0,أولاد حارتنا,ara
5046,China Miéville,2002.0,The Scar,eng
5047,Meg Cabot,2003.0,Haunted,eng
5048,Anne McCaffrey,1979.0,"Dragondrums (Pern: Harper Hall, #3)",eng
5049,Rachel Simon,2011.0,The Story of Beautiful Girl,
5050,Dava Sobel,1999.0,Galileo's Daughter,en-US
5051,Leon Uris,1961.0,Mila 18,eng
5052,Allen Say,2011.0,,eng
5053,Amitav Ghosh,2008.0,Sea of Poppies,eng
5054,"Isaac Asimov, Robert Silverberg",1970.0,Nightfall,eng
5055,"Melinda Long, David Shannon",2003.0,How I Became a Pirate,eng
5056,Edward Abbey,1975.0,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",en-US
5057,John Irving,2009.0,Last Night in Twisted River,eng
5058,Rob Bell,2011.0,Love wins,eng
5059,Rachel Caine,2011.0,Bite Club,eng
5060,Jeffrey Archer,1985.0,A Matter of Honor,
5061,Linda Howard,2000.0,Mr. Perfect,eng
5062,M. Leighton,2013.0,Up to Me,eng
5063,Mira Lyn Kelly,2012.0,Waking Up Married,en-US
5064,Linwood Barclay,2007.0,No Time for Goodbye,eng
5065,Katherine Hannigan,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng
5066,Robin Hobb,2009.0,The Dragon Keeper,eng
5067,Aldo Leopold,1949.0,A Sand County Almanac,
5068,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home,
5069,"T. Colin Campbell, Thomas M. Campbell II",2001.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",en-GB
5070,"Julia Donaldson, Axel Scheffler",1999.0,The Gruffalo,eng
5071,Douglas Adams,2002.0,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,eng
5072,Arthur C. Clarke,1956.0,The City and the Stars,eng
5073,"Sui Ishida, 石田 スイ",2012.0,東京喰種トーキョーグール 1,fre
5074,Cressida Cowell,2003.0,How to train your dragon,en-US
5075,David Foster Wallace,1999.0,Brief Interviews with Hideous Men,eng
5076,Mary Higgins Clark,1992.0,All Around the Town,
5077,Lauren Conrad,2009.0,L.A. Candy,en-US
5078,Kiera Cass,2009.0,The Siren,eng
5079,Greg Iles,1999.0,The Quiet Game,eng
